"USER-4900","USER-214"
"USER-5781","USER-5780"
"USER-5780","USER-3484"
"USER-5779","USER-5778"
"USER-5778","USER-3481"
"USER-5782","USER-1330"
"USER-5784","USER-274"
"USER-5785","USER-1552"
"USER-5786","USER-1549"
"USER-5787","USER-5788"
"USER-5789","USER-5787"
"USER-5788","USER-963"
"USER-5790","USER-4405"
"USER-2125","USER-1626"
"USER-5792","USER-5791"
"USER-5791","USER-184"
"USER-5793","USER-492"
"USER-5794","USER-494"
"USER-5795","USER-493"
"USER-5799","USER-1577"
"USER-5798","USER-492"
"USER-5797","USER-1723"
"USER-5796","USER-5793"
"USER-1676","USER-1675"
"USER-5800","USER-1177"
"USER-5808","USER-5807"
"USER-5807","USER-5805"
"USER-5806","USER-1178"
"USER-5805","USER-875"
"USER-5804","USER-1440"
"USER-5803","USER-1176"
"USER-5802","USER-3289"
"USER-5801","USER-876"
"USER-5809","USER-875"
"USER-5810","USER-1644"
"USER-5811","USER-1176"
"USER-5812","USER-126"
"USER-3544","USER-5814"
"USER-5814","USER-3546"
"USER-5815","USER-5816"
"USER-5817","USER-5815"
"USER-5816","USER-5819"
"USER-5818","USER-5816"
"USER-5819","USER-49"
"USER-5820","USER-19"
"USER-5822","USER-58"
"USER-5821","USER-126"
"USER-5823","USER-715"
"USER-5825","USER-49"
"USER-5826","USER-7"
"USER-5827","USER-70"
"USER-5829","USER-401"
"USER-5828","USER-70"
"USER-5746","USER-2365"
"USER-5831","USER-4693"
"USER-5830","USER-2357"
"USER-3347","USER-411"
"USER-5832","USER-117"
"USER-5833","USER-418"
"USER-5836","USER-416"
"USER-5835","USER-5834"
"USER-5837","USER-3085"
"USER-5838","USER-148"
"USER-5839","USER-897"
"USER-2083","USER-2087"
"USER-5840","USER-111"
"USER-4945","USER-766"
"USER-5841","USER-52"
"USER-5842","USER-3827"
"USER-5843","USER-29"
"USER-5847","USER-5846"
"USER-5846","USER-87"
"USER-5845","USER-87"
"USER-5844","USER-85"
"USER-5848","USER-87"
"USER-5849","USER-71"
"USER-5850","USER-531"
"USER-5851","USER-79"
"USER-5852","USER-5846"
"USER-5854","USER-1262"
"USER-5853","USER-87"
"USER-5855","USER-2977"
"USER-5857","USER-49"
"USER-5856","USER-3725"
"USER-5858","USER-276"
"USER-5859","USER-49"
"USER-5860","USER-5578"
"USER-5861","USER-206"
"USER-5863","USER-5578"
"USER-5862","USER-206"
"USER-5864","USER-2053"
"USER-5579","USER-4931"
"USER-5868","USER-5862"
"USER-5867","USER-5861"
"USER-5866","USER-5865"
"USER-5865","USER-954"
"USER-5870","USER-1942"
"USER-5872","USER-5871"
"USER-5873","USER-4752"
"USER-5875","USER-5292"
"USER-5874","USER-213"
"USER-5877","USER-3166"
"USER-5876","USER-3166"
"USER-964","USER-153"
"USER-5878","USER-2587"
"USER-5880","USER-766"
"USER-5879","USER-3598"
"USER-5882","USER-52"
"USER-5883","USER-150"
"USER-5885","USER-5884"
"USER-5884","USER-3482"
"USER-5886","USER-3482"
"USER-5887","USER-3481"
"USER-5888","USER-3481"
"USER-5889","USER-39"
"USER-5891","USER-153"
"USER-5896","USER-5895"
"USER-5895","USER-145"
"USER-5894","USER-5893"
"USER-5893","USER-5892"
"USER-5892","USER-352"
"USER-5897","USER-1553"
"USER-5903","USER-5902"
"USER-5902","USER-5897"
"USER-5901","USER-5900"
"USER-5900","USER-243"
"USER-5899","USER-5898"
"USER-5904","USER-2985"
"USER-5906","USER-3500"
"USER-5905","USER-478"
"USER-5908","USER-291"
"USER-5907","USER-3536"
"USER-5910","USER-931"
"USER-5911","USER-5838"
"USER-5913","USER-45"
"USER-5912","USER-42"
"USER-5869","USER-3071"
"USER-5914","USER-1452"
"USER-4752","USER-15"
"USER-5915","USER-237"
"USER-5916","USER-5917"
"USER-5918","USER-223"
"USER-5917","USER-3447"
"USER-5919","USER-146"
"USER-5920","USER-66"
"USER-5921","USER-1559"
"USER-5924","USER-411"
"USER-5923","USER-39"
"USER-2401","USER-229"
"USER-5925","USER-231"
"USER-3728","USER-458"
"USER-5926","USER-900"
"USER-5927","USER-244"
"USER-1339","USER-368"
"USER-5929","USER-1339"
"USER-5930","USER-5932"
"USER-5932","USER-5931"
"USER-5933","USER-3099"
"USER-5934","USER-3400"
"USER-5935","USER-1265"
"USER-5936","USER-3862"
"USER-5937","USER-67"
"USER-5938","USER-67"
"USER-5941","USER-509"
"USER-5940","USER-694"
"USER-5942","USER-1552"
"USER-5949","USER-5948"
"USER-5948","USER-5947"
"USER-5947","USER-389"
"USER-5946","USER-3700"
"USER-5945","USER-3882"
"USER-5944","USER-401"
"USER-5950","USER-1555"
"USER-5951","USER-3125"
"USER-5943","USER-1553"
"USER-5952","USER-2992"
"USER-5953","USER-2053"
"USER-5954","USER-49"
"USER-5955","USER-944"
"USER-5956","USER-66"
"USER-5957","USER-680"
"USER-5958","USER-2148"
"USER-5959","USER-66"
"USER-5960","USER-5963"
"USER-5963","USER-5962"
"USER-5962","USER-66"
"USER-5964","USER-677"
"USER-5965","USER-5969"
"USER-5969","USER-5968"
"USER-5968","USER-66"
"USER-5967","USER-5966"
"USER-5426","USER-184"
"USER-5970","USER-1034"
"USER-5972","USER-45"
"USER-5971","USER-46"
"USER-5974","USER-2061"
"USER-5973","USER-2076"
"USER-5981","USER-5975"
"USER-5980","USER-273"
"USER-5979","USER-5971"
"USER-5978","USER-5977"
"USER-5977","USER-1443"
"USER-5976","USER-401"
"USER-5982","USER-2985"
"USER-5983","USER-5980"
"USER-5975","USER-45"
"USER-5985","USER-153"
"USER-5986","USER-5669"
"USER-5669","USER-1315"
"USER-5989","USER-440"
"USER-5988","USER-49"
"USER-5987","USER-1039"
"USER-5993","USER-5992"
"USER-5992","USER-153"
"USER-5991","USER-5990"
"USER-5996","USER-1375"
"USER-5995","USER-1832"
"USER-5997","USER-708"
"USER-3955","USER-1510"
"USER-1696","USER-1624"
"USER-1532","USER-148"
"USER-5998","USER-1071"
"USER-6000","USER-5999"
"USER-5999","USER-1857"
"USER-6003","USER-2966"
"USER-6002","USER-3338"
"USER-6005","USER-1826"
"USER-6004","USER-101"
"USER-6006","USER-497"
"USER-6007","USER-497"
"USER-6008","USER-491"
"USER-6009","USER-5793"
"USER-6010","USER-491"
"USER-6011","USER-2880"
"USER-6012","USER-4954"
"USER-6018","USER-206"
"USER-6017","USER-6016"
"USER-6016","USER-2465"
"USER-6015","USER-2461"
"USER-6014","USER-2456"
"USER-6019","USER-4954"
"USER-2494","USER-2463"
"USER-6021","USER-6084"
"USER-6020","USER-2483"
"USER-6022","USER-4954"
"USER-5562","USER-2478"
"USER-6023","USER-231"
"USER-6025","USER-1581"
"USER-6026","USER-1495"
"USER-6027","USER-85"
"USER-6028","USER-226"
"USER-6029","USER-1061"
"USER-6032","USER-142"
"USER-6034","USER-1473"
"USER-6033","USER-231"
"USER-1189","USER-58"
"USER-6036","USER-66"
"USER-6035","USER-6036"
"USER-2269","USER-231"
"USER-6037","USER-4968"
"USER-6038","USER-8"
"USER-6039","USER-7"
"USER-5931","USER-4260"
"USER-6041","USER-184"
"USER-6040","USER-5930"
"USER-5890","USER-40"
"USER-6044","USER-444"
"USER-5984","USER-525"
"USER-6045","USER-1146"
"USER-6046","USER-66"
"USER-6047","USER-533"
"USER-6049","USER-2712"
"USER-6048","USER-870"
"USER-6051","USER-211"
"USER-6053","USER-1810"
"USER-6052","USER-1061"
"USER-6054","USER-1035"
"USER-6056","USER-1035"
"USER-387","USER-874"
"USER-3740","USER-1620"
"USER-6057","USER-6064"
"USER-6064","USER-43"
"USER-6063","USER-1733"
"USER-6062","USER-6061"
"USER-6061","USER-46"
"USER-6060","USER-897"
"USER-6059","USER-1215"
"USER-6058","USER-1058"
"USER-6065","USER-6067"
"USER-6067","USER-231"
"USER-6066","USER-49"
"USER-6068","USER-4894"
"USER-6070","USER-2357"
"USER-6069","USER-3992"
"USER-6071","USER-2976"
"USER-6075","USER-6074"
"USER-6074","USER-6073"
"USER-6076","USER-531"
"USER-6077","USER-4008"
"USER-561","USER-2882"
"USER-6078","USER-944"
"USER-4262","USER-49"
"USER-6079","USER-1105"
"USER-6101","USER-5460"
"USER-6100","USER-6099"
"USER-6099","USER-6098"
"USER-6098","USER-4959"
"USER-6097","USER-2463"
"USER-6096","USER-206"
"USER-6095","USER-2457"
"USER-6094","USER-5548"
"USER-6093","USER-4958"
"USER-6092","USER-6091"
"USER-6091","USER-6090"
"USER-6090","USER-5465"
"USER-6089","USER-2488"
"USER-6088","USER-2483"
"USER-6087","USER-6086"
"USER-6086","USER-2487"
"USER-6085","USER-2461"
"USER-6084","USER-4955"
"USER-6083","USER-6082"
"USER-6082","USER-6081"
"USER-6103","USER-6102"
"USER-6102","USER-440"
"USER-6106","USER-6105"
"USER-6105","USER-1040"
"USER-6104","USER-49"
"USER-6107","USER-49"
"USER-6109","USER-293"
"USER-6108","USER-1448"
"USER-6110","USER-6111"
"USER-6111","USER-1473"
"USER-6116","USER-3444"
"USER-3444","USER-3438"
"USER-6115","USER-6114"
"USER-6114","USER-478"
"USER-6113","USER-213"
"USER-6112","USER-3436"
"USER-6118","USER-85"
"USER-6122","USER-6121"
"USER-6121","USER-6113"
"USER-6120","USER-6119"
"USER-6119","USER-296"
"USER-6123","USER-405"
"USER-6124","USER-410"
"USER-6125","USER-3223"
"USER-6126","USER-2712"
"USER-6128","USER-146"
"USER-6130","USER-153"
"USER-6129","USER-254"
"USER-6131","USER-161"
"USER-6132","USER-1015"
"USER-6135","USER-650"
"USER-6134","USER-834"
"USER-6133","USER-648"
"USER-6137","USER-153"
"USER-6138","USER-93"
"USER-6139","USER-83"
"USER-4141","USER-150"
"USER-6140","USER-85"
