"USER","FRIENDS"
"USER-4214","USER-4201"
"USER-4213","USER-4212"
"USER-4212","USER-825"
"USER-4216","USER-3606"
"USER-4215","USER-3619"
"USER-4211","USER-4205"
"USER-4217","USER-4211"
"USER-4222","USER-111"
"USER-4221","USER-3614"
"USER-4220","USER-4219"
"USER-4219","USER-1614"
"USER-4223","USER-4226"
"USER-4226","USER-3613"
"USER-4225","USER-3614"
"USER-4224","USER-4219"
"USER-4228","USER-91"
"USER-4231","USER-478"
"USER-4230","USER-4229"
"USER-4229","USER-244"
"USER-4232","USER-1088"
"USER-4234","USER-2214"
"USER-4233","USER-1089"
"USER-4243","USER-1058"
"USER-4242","USER-3193"
"USER-4241","USER-4235"
"USER-4240","USER-7"
"USER-4239","USER-4238"
"USER-4238","USER-161"
"USER-4237","USER-1733"
"USER-4236","USER-1735"
"USER-4244","USER-91"
"USER-4245","USER-319"
"USER-1297","USER-6162"
"USER-4246","USER-440"
"USER-4247","USER-712"
"USER-4248","USER-1033"
"USER-4249","USER-4998"
"USER-4250","USER-87"
"USER-4251","USER-214"
"USER-4252","USER-42"
"USER-4253","USER-525"
"USER-4256","USER-4255"
"USER-4255","USER-595"
"USER-4254","USER-4253"
"USER-4257","USER-2451"
"USER-4258","USER-211"
"USER-4259","USER-123"
"USER-4260","USER-184"
"USER-4261","USER-911"
"USER-4263","USER-46"
"USER-4265","USER-1473"
"USER-4264","USER-58"
"USER-4266","USER-940"
"USER-4267","USER-4269"
"USER-4269","USER-4268"
"USER-4268","USER-353"
"USER-4270","USER-1817"
"USER-4272","USER-1143"
"USER-2179","USER-49"
"USER-2180","USER-2171"
"USER-2185","USER-2184"
"USER-2184","USER-5745"
"USER-2183","USER-1318"
"USER-2182","USER-2173"
"USER-2181","USER-1320"
"USER-2187","USER-1318"
"USER-2186","USER-2171"
"USER-2188","USER-1318"
"USER-2189","USER-2192"
"USER-2192","USER-2188"
"USER-2191","USER-2171"
"USER-2190","USER-1318"
"USER-2193","USER-2197"
"USER-2194","USER-2197"
"USER-2196","USER-2195"
"USER-2195","USER-2197"
"USER-2197","USER-2194"
"USER-2198","USER-2200"
"USER-2200","USER-779"
"USER-2199","USER-911"
"USER-2202","USER-414"
"USER-2201","USER-153"
"USER-2203","USER-2205"
"USER-2207","USER-2203"
"USER-2206","USER-1453"
"USER-2205","USER-2206"
"USER-2204","USER-5598"
"USER-2208","USER-1040"
"USER-2209","USER-2210"
"USER-2211","USER-455"
"USER-2212","USER-596"
"USER-2219","USER-2214"
"USER-2218","USER-8"
"USER-2217","USER-157"
"USER-2216","USER-92"
"USER-2215","USER-7"
"USER-2214","USER-7"
"USER-2213","USER-6306"
"USER-2220","USER-243"
"USER-2221","USER-7"
"USER-2225","USER-2216"
"USER-2224","USER-56"
"USER-2223","USER-2221"
"USER-2222","USER-7"
"USER-2226","USER-81"
"USER-2227","USER-2222"
"USER-977","USER-6369"
"USER-2233","USER-3310"
"USER-1491","USER-52"
"USER-2232","USER-987"
"USER-2231","USER-7"
"USER-2230","USER-2229"
"USER-2229","USER-826"
"USER-2228","USER-408"
"USER-2235","USER-2580"
"USER-2234","USER-1812"
"USER-2237","USER-6292"
"USER-2238","USER-2237"
"USER-2239","USER-2504"
"USER-2240","USER-1098"
"USER-2241","USER-245"
"USER-2242","USER-890"
"USER-2250","USER-658"
"USER-2249","USER-131"
"USER-2248","USER-595"
"USER-2247","USER-1066"
"USER-2246","USER-2245"
"USER-2245","USER-1025"
"USER-2244","USER-2245"
"USER-2253","USER-2373"
"USER-2252","USER-1080"
"USER-2251","USER-221"
"USER-2255","USER-2628"
"USER-2256","USER-2267"
"USER-2267","USER-495"
"USER-2266","USER-2252"
"USER-2265","USER-2264"
"USER-2264","USER-587"
"USER-2263","USER-2261"
"USER-2262","USER-2261"
"USER-2261","USER-6386"
"USER-2260","USER-445"
"USER-2259","USER-231"
"USER-2258","USER-2257"
"USER-2268","USER-876"
"USER-2257","USER-2385"
"USER-2272","USER-3725"
"USER-2271","USER-2270"
"USER-2270","USER-42"
"USER-2274","USER-81"
"USER-2273","USER-1111"
"USER-2279","USER-1563"
"USER-1978","USER-1399"
"USER-2278","USER-776"
"USER-2277","USER-1978"
"USER-2276","USER-774"
"USER-2275","USER-838"
"USER-2280","USER-556"
"USER-2281","USER-607"
"USER-2283","USER-75"
"USER-2282","USER-117"
"USER-2286","USER-2285"
"USER-2285","USER-55"
"USER-2288","USER-2287"
"USER-2287","USER-456"
"USER-1881","USER-1883"
"USER-2284","USER-1882"
"USER-2289","USER-630"
"USER-2290","USER-117"
"USER-2293","USER-81"
"USER-2295","USER-1095"
"USER-2294","USER-1058"
"USER-2296","USER-766"
"USER-2311","USER-125"
"USER-2310","USER-61"
"USER-2309","USER-58"
"USER-2308","USER-677"
"USER-2307","USER-2306"
"USER-2306","USER-898"
"USER-2305","USER-2303"
"USER-2304","USER-2301"
"USER-2303","USER-2299"
"USER-2302","USER-85"
"USER-2301","USER-2300"
"USER-2300","USER-2302"
"USER-2299","USER-52"
"USER-2298","USER-1081"
"USER-2312","USER-2323"
"USER-2323","USER-1059"
"USER-2322","USER-1733"
"USER-2321","USER-2320"
"USER-2320","USER-900"
"USER-2319","USER-981"
"USER-2318","USER-2317"
"USER-2317","USER-2316"
"USER-2316","USER-897"
"USER-2297","USER-323"
"USER-2315","USER-2314"
"USER-2314","USER-2313"
"USER-2313","USER-48"
"USER-1294","USER-145"
"USER-124","USER-59"
"USER-1304","USER-61"
"USER-1303","USER-1302"
"USER-1302","USER-56"
"USER-1301","USER-182"
"USER-1300","USER-6167"
"USER-1299","USER-1304"
"USER-1298","USER-1303"
"USER-1306","USER-828"
"USER-1308","USER-4693"
"USER-1307","USER-184"
"USER-1309","USER-49"
"USER-1310","USER-274"
"USER-1311","USER-593"
"USER-1312","USER-49"
"USER-1313","USER-1312"
"USER-1317","USER-75"
"USER-1316","USER-153"
"USER-1315","USER-211"
"USER-1314","USER-518"
"USER-1320","USER-25"
"USER-1319","USER-2181"
"USER-1318","USER-5744"
"USER-1322","USER-64"
"USER-1321","USER-895"
"USER-1324","USER-4420"
"USER-1328","USER-555"
"USER-1327","USER-1326"
"USER-1326","USER-2922"
"USER-1325","USER-3670"
"USER-1330","USER-111"
"USER-1329","USER-863"
"USER-1332","USER-238"
"USER-1333","USER-1334"
"USER-1334","USER-1333"
"USER-1336","USER-101"
"USER-1335","USER-345"
"USER-1133","USER-238"
"USER-641","USER-146"
"USER-1337","USER-49"
"USER-1338","USER-49"
"USER-1340","USER-2986"
"USER-1343","USER-224"
"USER-1342","USER-5285"
"USER-1341","USER-224"
"USER-1346","USER-1345"
"USER-1345","USER-1453"
"USER-1344","USER-1457"
"USER-1223","USER-6341"
"USER-1347","USER-69"
"USER-1348","USER-69"
"USER-1349","USER-66"
"USER-1350","USER-47"
"USER-752","USER-1004"
"USER-1351","USER-20"
"USER-1356","USER-184"
"USER-1355","USER-1354"
"USER-1354","USER-1353"
"USER-1353","USER-1511"
"USER-1352","USER-781"
"USER-1361","USER-1357"
"USER-1360","USER-353"
"USER-1359","USER-353"
"USER-1358","USER-1357"
"USER-1362","USER-405"
"USER-1365","USER-61"
"USER-1364","USER-412"
"USER-1366","USER-667"
"USER-1367","USER-786"
"USER-1369","USER-184"
"USER-1370","USER-52"
"USER-1371","USER-525"
"USER-1372","USER-29"
"USER-1373","USER-455"
"USER-1376","USER-101"
"USER-1375","USER-286"
"USER-1374","USER-1379"
"USER-1377","USER-117"
"USER-1378","USER-4015"
"USER-1379","USER-2971"
"USER-450","USER-2637"
"USER-1380","USER-66"
"USER-1382","USER-4293"
"USER-1383","USER-2673"
"USER-1381","USER-148"
"USER-1387","USER-14"
"USER-1392","USER-971"
"USER-971","USER-1094"
"USER-1391","USER-521"
"USER-1390","USER-361"
"USER-1389","USER-519"
"USER-1393","USER-231"
"USER-1394","USER-1196"
"USER-1397","USER-7"
"USER-1396","USER-1395"
"USER-1398","USER-155"
"USER-1399","USER-49"
"USER-1401","USER-83"
"USER-1400","USER-1398"
"USER-1402","USER-3844"
"USER-1403","USER-30"
"USER-1404","USER-25"
"USER-1406","USER-766"
"USER-1409","USER-70"
"USER-1408","USER-1407"
"USER-399","USER-80"
"USER-1412","USER-333"
"USER-1411","USER-399"
"USER-1410","USER-80"
"USER-1415","USER-3943"
"USER-1414","USER-1413"
"USER-1413","USER-101"
"USER-1416","USER-652"
"USER-1417","USER-3661"
"USER-1420","USER-2119"
"USER-1419","USER-91"
"USER-1418","USER-7"
"USER-1421","USER-55"
"USER-1424","USER-1299"
"USER-1425","USER-1303"
"USER-1426","USER-214"
"USER-1429","USER-1428"
"USER-1428","USER-2566"
"USER-1430","USER-1499"
"USER-1431","USER-405"
"USER-1434","USER-66"
"USER-1433","USER-76"
"USER-1435","USER-1284"
"USER-1437","USER-265"
"USER-1436","USER-1435"
"USER-1432","USER-4933"
"USER-1438","USER-61"
"USER-1442","USER-410"
"USER-1441","USER-39"
"USER-1440","USER-1175"
"USER-1443","USER-5981"
"USER-1444","USER-653"
"USER-1447","USER-4597"
"USER-1446","USER-244"
"USER-1448","USER-323"
"USER-1423","USER-1654"
"USER-1449","USER-1480"
"USER-1450","USER-649"
"USER-1451","USER-1188"
"USER-1452","USER-965"
"USER-1457","USER-4518"
"USER-1456","USER-525"
"USER-1455","USER-66"
"USER-1454","USER-1452"
"USER-1453","USER-223"
"USER-1466","USER-142"
"USER-1465","USER-1310"
"USER-1464","USER-931"
"USER-1463","USER-135"
"USER-1462","USER-401"
"USER-1461","USER-1178"
"USER-1460","USER-524"
"USER-1459","USER-3638"
"USER-1458","USER-75"
"USER-1468","USER-447"
"USER-1467","USER-63"
"USER-1469","USER-5343"
"USER-1470","USER-1468"
"USER-1471","USER-1470"
"USER-1474","USER-1473"
"USER-1473","USER-1405"
"USER-1480","USER-163"
"USER-1479","USER-323"
"USER-1478","USER-1475"
"USER-1477","USER-1478"
"USER-1476","USER-323"
"USER-1484","USER-649"
"USER-1483","USER-244"
"USER-1482","USER-1480"
"USER-1481","USER-323"
"USER-1485","USER-150"
"USER-1486","USER-653"
"USER-1489","USER-1486"
"USER-1488","USER-323"
"USER-1490","USER-244"
"USER-1494","USER-653"
"USER-1493","USER-2876"
"USER-1492","USER-1491"
"USER-1496","USER-81"
"USER-1495","USER-85"
"USER-1475","USER-649"
"USER-1497","USER-1477"
"USER-1487","USER-1485"
"USER-658","USER-224"
"USER-1498","USER-238"
"USER-1500","USER-1501"
"USER-1502","USER-83"
"USER-1501","USER-2341"
"USER-1503","USER-1506"
"USER-1508","USER-2761"
"USER-1507","USER-1503"
"USER-1506","USER-1265"
"USER-1505","USER-1507"
"USER-1509","USER-960"
"USER-1510","USER-1311"
"USER-1511","USER-1135"
"USER-1512","USER-353"
"USER-1514","USER-39"
"USER-1513","USER-353"
"USER-1515","USER-117"
"USER-1517","USER-1515"
"USER-1516","USER-1517"
"USER-1520","USER-47"
"USER-1519","USER-1518"
"USER-1523","USER-55"
"USER-1522","USER-81"
"USER-1521","USER-113"
"USER-1524","USER-1247"
"USER-1531","USER-4755"
"USER-1530","USER-1526"
"USER-1529","USER-117"
"USER-1528","USER-1527"
"USER-1527","USER-651"
"USER-1526","USER-1529"
"USER-1525","USER-117"
"USER-1537","USER-1342"
"USER-1536","USER-1733"
"USER-1535","USER-458"
"USER-1534","USER-1533"
"USER-1533","USER-1370"
"USER-1540","USER-1375"
"USER-1539","USER-1541"
"USER-1538","USER-117"
"USER-1544","USER-287"
"USER-1543","USER-75"
"USER-1547","USER-3199"
"USER-1551","USER-222"
"USER-1550","USER-1454"
"USER-1549","USER-224"
"USER-1548","USER-2964"
"USER-1552","USER-2993"
"USER-1555","USER-1340"
"USER-1554","USER-5909"
"USER-1553","USER-2988"
"USER-1556","USER-211"
"USER-1557","USER-1187"
"USER-1564","USER-1562"
"USER-1563","USER-150"
"USER-1562","USER-1459"
"USER-1561","USER-49"
"USER-1560","USER-71"
"USER-1566","USER-1565"
"USER-1565","USER-1324"
"USER-1567","USER-319"
"USER-1568","USER-717"
"USER-1569","USER-714"
"USER-1570","USER-111"
"USER-1571","USER-1020"
"USER-1575","USER-3393"
"USER-1574","USER-1573"
"USER-1573","USER-1575"
"USER-1576","USER-62"
"USER-787","USER-153"
"USER-1580","USER-1579"
"USER-1579","USER-787"
"USER-1578","USER-75"
"USER-1582","USER-194"
"USER-1587","USER-542"
"USER-1586","USER-541"
"USER-1585","USER-86"
"USER-1584","USER-5044"
"USER-1588","USER-61"
"USER-1589","USER-589"
"USER-1590","USER-684"
"USER-1595","USER-1611"
"USER-1594","USER-25"
"USER-1593","USER-1591"
"USER-1592","USER-525"
"USER-1591","USER-657"
"USER-1596","USER-136"
"USER-1605","USER-6201"
"USER-1604","USER-70"
"USER-1603","USER-136"
"USER-1602","USER-79"
"USER-1601","USER-726"
"USER-1600","USER-225"
"USER-1599","USER-531"
"USER-1598","USER-2245"
"USER-1597","USER-657"
"USER-1606","USER-657"
"USER-1612","USER-1608"
"USER-1611","USER-211"
"USER-1610","USER-3637"
"USER-1609","USER-29"
"USER-1608","USER-525"
"USER-1613","USER-87"
"USER-1614","USER-101"
"USER-1616","USER-1615"
"USER-1615","USER-222"
"USER-954","USER-136"
"USER-1617","USER-211"
"USER-1618","USER-184"
"USER-1620","USER-153"
"USER-1623","USER-166"
"USER-1622","USER-87"
"USER-1581","USER-533"
"USER-1624","USER-429"
"USER-1629","USER-1056"
"USER-1628","USER-1627"
"USER-1627","USER-1629"
"USER-1626","USER-49"
"USER-1631","USER-3936"
"USER-1630","USER-49"
"USER-1632","USER-75"
"USER-1637","USER-75"
"USER-1636","USER-80"
"USER-1635","USER-184"
"USER-1634","USER-45"
"USER-1638","USER-161"
"USER-1633","USER-75"
"USER-1639","USER-39"
"USER-1641","USER-1640"
"USER-1640","USER-49"
"USER-1196","USER-498"
"USER-1642","USER-949"
"USER-1643","USER-49"
"USER-1644","USER-4600"
"USER-1646","USER-2069"
"USER-1645","USER-1020"
"USER-1647","USER-1173"
"USER-1650","USER-5083"
"USER-1649","USER-875"
"USER-1651","USER-1445"
"USER-1655","USER-1653"
"USER-1654","USER-113"
"USER-1653","USER-114"
"USER-1657","USER-68"
"USER-1658","USER-61"
"USER-1648","USER-1223"
"USER-1659","USER-201"
"USER-1660","USER-745"
"USER-1663","USER-2263"
"USER-1664","USER-1668"
"USER-1674","USER-1673"
"USER-1673","USER-1667"
"USER-1672","USER-1665"
"USER-1671","USER-1664"
"USER-1670","USER-1672"
"USER-1669","USER-3305"
"USER-1668","USER-1674"
"USER-1667","USER-5366"
"USER-1666","USER-1671"
"USER-1665","USER-1666"
"USER-1675","USER-4387"
"USER-1680","USER-1236"
"USER-1679","USER-2390"
"USER-1678","USER-345"
"USER-1677","USER-918"
"USER-1682","USER-1681"
"USER-1685","USER-599"
"USER-1684","USER-2473"
"USER-1683","USER-949"
"USER-1572","USER-213"
"USER-1686","USER-94"
"USER-1687","USER-96"
"USER-1691","USER-1930"
"USER-1690","USER-5501"
"USER-1689","USER-69"
"USER-1688","USER-1691"
"USER-1694","USER-49"
"USER-1693","USER-894"
"USER-1695","USER-5268"
"USER-1577","USER-3078"
"USER-1697","USER-458"
"USER-721","USER-2212"
"USER-1699","USER-598"
"USER-1698","USER-1465"
"USER-1700","USER-3906"
"USER-1702","USER-214"
"USER-1701","USER-595"
"USER-1703","USER-699"
"USER-1704","USER-1498"
"USER-1499","USER-62"
"USER-1706","USER-1833"
"USER-918","USER-61"
"USER-1708","USER-918"
"USER-1707","USER-94"
"USER-1709","USER-918"
"USER-1710","USER-361"
"USER-1711","USER-710"
"USER-1713","USER-1457"
"USER-135","USER-29"
"USER-1712","USER-2533"
"USER-1714","USER-693"
"USER-1717","USER-414"
"USER-1716","USER-1717"
"USER-1715","USER-667"
"USER-1718","USER-766"
"USER-1719","USER-353"
"USER-1720","USER-61"
"USER-1722","USER-429"
"USER-1723","USER-146"
"USER-1724","USER-94"
"USER-1725","USER-1449"
"USER-1727","USER-99"
"USER-1728","USER-829"
"USER-1729","USER-2428"
"USER-498","USER-606"
"USER-1730","USER-366"
"USER-1731","USER-1734"
"USER-1738","USER-136"
"USER-1737","USER-56"
"USER-1736","USER-1058"
"USER-1735","USER-238"
"USER-1734","USER-478"
"USER-1733","USER-1215"
"USER-1732","USER-133"
"USER-1739","USER-2954"
"USER-1740","USER-3874"
"USER-1743","USER-756"
"USER-1742","USER-2441"
"USER-1748","USER-353"
"USER-1747","USER-1746"
"USER-1746","USER-2272"
"USER-1745","USER-4020"
"USER-1744","USER-1733"
"USER-1752","USER-1751"
"USER-1751","USER-1749"
"USER-1750","USER-61"
"USER-1749","USER-4287"
"USER-1753","USER-1738"
"USER-1619","USER-166"
"USER-1754","USER-297"
"USER-1559","USER-180"
"USER-1755","USER-1465"
"USER-1757","USER-827"
"USER-1758","USER-1506"
"USER-973","USER-18"
"USER-1759","USER-1761"
"USER-1760","USER-111"
"USER-1761","USER-974"
"USER-1768","USER-651"
"USER-1767","USER-1457"
"USER-1766","USER-859"
"USER-1765","USER-1223"
"USER-1764","USER-4523"
"USER-1763","USER-136"
"USER-1769","USER-2943"
"USER-1772","USER-171"
"USER-1652","USER-111"
"USER-1773","USER-61"
"USER-1774","USER-745"
"USER-1770","USER-192"
"USER-190","USER-1582"
"USER-1777","USER-594"
"USER-1776","USER-2365"
"USER-1775","USER-2378"
"USER-1778","USER-49"
"USER-1781","USER-161"
"USER-1780","USER-282"
"USER-1782","USER-587"
"USER-1783","USER-1669"
"USER-1784","USER-1094"
"USER-1785","USER-3973"
"USER-1786","USER-288"
"USER-1788","USER-221"
"USER-1792","USER-1452"
"USER-1791","USER-76"
"USER-1790","USER-49"
"USER-1789","USER-85"
"USER-1796","USER-2368"
"USER-1795","USER-221"
"USER-1794","USER-1139"
"USER-1793","USER-213"
"USER-1800","USER-210"
"USER-1799","USER-1798"
"USER-1798","USER-1797"
"USER-1797","USER-1496"
"USER-1801","USER-101"
"USER-1802","USER-524"
"USER-1803","USER-80"
"USER-1805","USER-1640"
"USER-1804","USER-142"
"USER-1806","USER-956"
"USER-1808","USER-245"
"USER-1810","USER-1094"
"USER-1812","USER-211"
"USER-1813","USER-3923"
"USER-1819","USER-262"
"USER-1818","USER-161"
"USER-1817","USER-49"
"USER-1816","USER-265"
"USER-1815","USER-1814"
"USER-1821","USER-6176"
"USER-1820","USER-2021"
"USER-1814","USER-1818"
"USER-1822","USER-215"
"USER-1823","USER-3676"
"USER-1070","USER-101"
"USER-1824","USER-1401"
"USER-1825","USER-49"
"USER-335","USER-337"
"USER-1827","USER-75"
"USER-1828","USER-1577"
"USER-1836","USER-101"
"USER-1835","USER-985"
"USER-1834","USER-882"
"USER-1833","USER-2080"
"USER-1832","USER-236"
"USER-1831","USER-1836"
"USER-1830","USER-449"
"USER-1829","USER-1834"
"USER-1837","USER-49"
"USER-1838","USER-140"
"USER-1839","USER-146"
"USER-1843","USER-165"
"USER-1842","USER-164"
"USER-1841","USER-323"
"USER-1840","USER-161"
"USER-1844","USER-171"
"USER-1846","USER-1845"
"USER-1295","USER-323"
"USER-1849","USER-1448"
"USER-1848","USER-323"
"USER-1847","USER-150"
"USER-1850","USER-653"
"USER-1851","USER-150"
"USER-1852","USER-163"
"USER-1853","USER-231"
"USER-1855","USER-1854"
"USER-1854","USER-4933"
"USER-1859","USER-935"
"USER-1858","USER-1071"
"USER-1857","USER-1071"
"USER-1856","USER-935"
"USER-1861","USER-1862"
"USER-1862","USER-1857"
"USER-1863","USER-188"
"USER-1864","USER-890"
"USER-1866","USER-531"
"USER-1867","USER-318"
"USER-1868","USER-80"
"USER-1869","USER-49"
"USER-1871","USER-525"
"USER-1870","USER-66"
"USER-1872","USER-6157"
"USER-1873","USER-101"
"USER-1874","USER-333"
"USER-262","USER-1878"
"USER-1876","USER-184"
"USER-1875","USER-43"
"USER-1878","USER-1816"
"USER-1877","USER-6172"
"USER-1880","USER-313"
"USER-1879","USER-243"
"USER-1886","USER-1362"
"USER-1885","USER-1882"
"USER-1884","USER-1882"
"USER-1883","USER-1884"
"USER-1541","USER-47"
"USER-1882","USER-441"
"USER-1887","USER-2538"
"USER-1892","USER-329"
"USER-1891","USER-326"
"USER-1890","USER-1891"
"USER-1889","USER-325"
"USER-1888","USER-321"
"USER-1893","USER-321"
"USER-1906","USER-111"
"USER-1905","USER-55"
"USER-1904","USER-1134"
"USER-1903","USER-333"
"USER-1902","USER-166"
"USER-1901","USER-62"
"USER-1546","USER-313"
"USER-1900","USER-1899"
"USER-1899","USER-80"
"USER-1898","USER-62"
"USER-1897","USER-43"
"USER-1896","USER-1895"
"USER-1895","USER-42"
"USER-1894","USER-136"
"USER-1908","USER-70"
"USER-1909","USER-1810"
"USER-1910","USER-39"
"USER-1363","USER-1912"
"USER-1913","USER-1912"
"USER-1912","USER-667"
"USER-1911","USER-667"
"USER-1914","USER-273"
"USER-1915","USER-7"
"USER-1917","USER-944"
"USER-1916","USER-231"
"USER-1920","USER-944"
"USER-1922","USER-944"
"USER-1923","USER-1464"
"USER-1918","USER-1922"
"USER-1927","USER-4754"
"USER-1926","USER-61"
"USER-1925","USER-1464"
"USER-1928","USER-76"
"USER-1931","USER-1929"
"USER-1545","USER-44"
"USER-1930","USER-192"
"USER-1929","USER-1545"
"USER-1932","USER-1186"
"USER-1933","USER-290"
"USER-1938","USER-631"
"USER-1937","USER-75"
"USER-1940","USER-1939"
"USER-1939","USER-81"
"USER-1941","USER-47"
"USER-1662","USER-1032"
"USER-1942","USER-5872"
"USER-1943","USER-1942"
"USER-1944","USER-47"
"USER-1947","USER-47"
"USER-1946","USER-1948"
"USER-1949","USER-47"
"USER-1951","USER-47"
