"USER","FRIENDS"
"USER-92","USER-1214"
"USER-93","USER-1170"
"USER-94","USER-2650"
"USER-5","USER-9"
"USER-95","USER-98"
"USER-99","USER-111"
"USER-98","USER-699"
"USER-97","USER-58"
"USER-100","USER-1379"
"USER-102","USER-106"
"USER-109","USER-105"
"USER-108","USER-444"
"USER-107","USER-49"
"USER-106","USER-490"
"USER-105","USER-58"
"USER-104","USER-594"
"USER-110","USER-47"
"USER-116","USER-120"
"USER-115","USER-3841"
"USER-114","USER-68"
"USER-113","USER-116"
"USER-112","USER-1423"
"USER-117","USER-49"
"USER-122","USER-47"
"USER-121","USER-85"
"USER-120","USER-225"
"USER-119","USER-70"
"USER-118","USER-49"
"USER-123","USER-353"
"USER-128","USER-787"
"USER-127","USER-62"
"USER-126","USER-68"
"USER-125","USER-6353"
"USER-131","USER-882"
"USER-130","USER-1375"
"USER-129","USER-62"
"USER-132","USER-118"
"USER-134","USER-631"
"USER-133","USER-1531"
"USER-137","USER-211"
"USER-136","USER-1072"
"USER-139","USER-17"
"USER-138","USER-34"
"USER-140","USER-1293"
"USER-144","USER-1216"
"USER-143","USER-146"
"USER-142","USER-299"
"USER-145","USER-336"
"USER-150","USER-649"
"USER-149","USER-167"
"USER-148","USER-2127"
"USER-147","USER-144"
"USER-151","USER-1106"
"USER-154","USER-301"
"USER-155","USER-156"
"USER-159","USER-6351"
"USER-158","USER-2217"
"USER-157","USER-56"
"USER-160","USER-80"
"USER-170","USER-149"
"USER-169","USER-1844"
"USER-168","USER-891"
"USER-167","USER-274"
"USER-153","USER-885"
"USER-166","USER-272"
"USER-165","USER-248"
"USER-164","USER-142"
"USER-163","USER-323"
"USER-162","USER-5113"
"USER-101","USER-745"
"USER-174","USER-452"
"USER-173","USER-161"
"USER-161","USER-60"
"USER-172","USER-452"
"USER-179","USER-440"
"USER-178","USER-85"
"USER-177","USER-1186"
"USER-176","USER-113"
"USER-175","USER-116"
"USER-182","USER-58"
"USER-181","USER-84"
"USER-180","USER-384"
"USER-185","USER-236"
"USER-184","USER-323"
"USER-183","USER-179"
"USER-186","USER-640"
"USER-188","USER-163"
"USER-187","USER-149"
"USER-189","USER-653"
"USER-202","USER-192"
"USER-201","USER-200"
"USER-200","USER-779"
"USER-199","USER-197"
"USER-198","USER-919"
"USER-197","USER-1770"
"USER-196","USER-191"
"USER-195","USER-1058"
"USER-194","USER-1236"
"USER-193","USER-199"
"USER-192","USER-2390"
"USER-191","USER-918"
"USER-203","USER-205"
"USER-211","USER-909"
"USER-210","USER-535"
"USER-209","USER-67"
"USER-208","USER-729"
"USER-207","USER-76"
"USER-206","USER-87"
"USER-205","USER-208"
"USER-204","USER-401"
"USER-216","USER-1138"
"USER-215","USER-212"
"USER-214","USER-206"
"USER-213","USER-593"
"USER-217","USER-1148"
"USER-218","USER-248"
"USER-219","USER-29"
"USER-221","USER-226"
"USER-227","USER-1073"
"USER-226","USER-52"
"USER-225","USER-136"
"USER-224","USER-58"
"USER-223","USER-71"
"USER-228","USER-524"
"USER-222","USER-61"
"USER-229","USER-3549"
"USER-231","USER-114"
"USER-220","USER-211"
"USER-234","USER-81"
"USER-233","USER-1963"
"USER-232","USER-211"
"USER-61","USER-224"
"USER-235","USER-61"
"USER-238","USER-727"
"USER-237","USER-87"
"USER-236","USER-6365"
"USER-52","USER-598"
"USER-239","USER-236"
"USER-242","USER-551"
"USER-241","USER-240"
"USER-240","USER-111"
"USER-245","USER-444"
"USER-244","USER-6413"
"USER-246","USER-61"
"USER-247","USER-2124"
"USER-248","USER-254"
"USER-253","USER-49"
"USER-252","USER-258"
"USER-251","USER-1222"
"USER-250","USER-518"
"USER-256","USER-153"
"USER-255","USER-49"
"USER-254","USER-1815"
"USER-249","USER-1536"
"USER-260","USER-248"
"USER-259","USER-248"
"USER-258","USER-49"
"USER-261","USER-259"
"USER-146","USER-161"
"USER-263","USER-149"
"USER-266","USER-1813"
"USER-265","USER-1877"
"USER-264","USER-2001"
"USER-257","USER-62"
"USER-267","USER-1997"
"USER-269","USER-251"
"USER-268","USER-146"
"USER-270","USER-984"
"USER-273","USER-1058"
"USER-272","USER-909"
"USER-271","USER-270"
"USER-274","USER-83"
"USER-276","USER-248"
"USER-275","USER-334"
"USER-277","USER-429"
"USER-279","USER-5286"
"USER-281","USER-2690"
"USER-280","USER-2239"
"USER-282","USER-2551"
"USER-284","USER-1155"
"USER-285","USER-2331"
"USER-290","USER-2018"
"USER-289","USER-7"
"USER-288","USER-340"
"USER-287","USER-111"
"USER-291","USER-3447"
"USER-296","USER-3434"
"USER-295","USER-71"
"USER-294","USER-6113"
"USER-293","USER-244"
"USER-297","USER-120"
"USER-299","USER-1801"
"USER-304","USER-49"
"USER-303","USER-146"
"USER-302","USER-2420"
"USER-301","USER-303"
"USER-306","USER-309"
"USER-305","USER-4012"
"USER-171","USER-146"
"USER-307","USER-311"
"USER-311","USER-142"
"USER-310","USER-311"
"USER-309","USER-142"
"USER-313","USER-222"
"USER-317","USER-356"
"USER-316","USER-315"
"USER-315","USER-884"
"USER-314","USER-2915"
"USER-318","USER-343"
"USER-111","USER-679"
"USER-320","USER-699"
"USER-322","USER-323"
"USER-321","USER-328"
"USER-328","USER-245"
"USER-327","USER-150"
"USER-326","USER-7"
"USER-325","USER-5374"
"USER-324","USER-328"
"USER-332","USER-245"
"USER-331","USER-321"
"USER-330","USER-331"
"USER-329","USER-5759"
"USER-333","USER-81"
"USER-334","USER-3033"
"USER-340","USER-56"
"USER-339","USER-337"
"USER-338","USER-319"
"USER-319","USER-1112"
"USER-337","USER-707"
"USER-336","USER-111"
"USER-343","USER-47"
"USER-342","USER-340"
"USER-349","USER-348"
"USER-348","USER-77"
"USER-347","USER-111"
"USER-346","USER-2008"
"USER-345","USER-81"
"USER-350","USER-55"
"USER-352","USER-344"
"USER-351","USER-960"
"USER-353","USER-787"
"USER-354","USER-101"
"USER-356","USER-573"
"USER-355","USER-708"
"USER-358","USER-111"
"USER-357","USER-55"
"USER-362","USER-360"
"USER-361","USER-246"
"USER-360","USER-747"
"USER-359","USER-319"
"USER-344","USER-1100"
"USER-365","USER-2126"
"USER-364","USER-548"
"USER-363","USER-343"
"USER-368","USER-1779"
"USER-367","USER-368"
"USER-366","USER-1986"
"USER-370","USER-1801"
"USER-369","USER-1915"
"USER-371","USER-279"
"USER-372","USER-85"
"USER-374","USER-80"
"USER-373","USER-598"
"USER-376","USER-2420"
"USER-377","USER-371"
"USER-378","USER-268"
"USER-379","USER-6367"
"USER-386","USER-870"
"USER-385","USER-781"
"USER-384","USER-382"
"USER-383","USER-3820"
"USER-382","USER-3145"
"USER-381","USER-86"
"USER-389","USER-6216"
"USER-380","USER-521"
"USER-388","USER-1310"
"USER-392","USER-25"
"USER-391","USER-94"
"USER-25","USER-111"
"USER-393","USER-390"
"USER-390","USER-391"
"USER-398","USER-458"
"USER-397","USER-166"
"USER-396","USER-395"
"USER-395","USER-684"
"USER-394","USER-1614"
"USER-400","USER-694"
"USER-402","USER-1733"
"USER-401","USER-1177"
"USER-403","USER-589"
"USER-405","USER-288"
"USER-410","USER-619"
"USER-409","USER-3426"
"USER-408","USER-2228"
"USER-407","USER-406"
"USER-411","USER-410"
"USER-418","USER-61"
"USER-417","USER-1015"
"USER-416","USER-184"
"USER-415","USER-45"
"USER-414","USER-6415"
"USER-413","USER-191"
"USER-412","USER-68"
"USER-419","USER-1079"
"USER-425","USER-2346"
"USER-424","USER-419"
"USER-423","USER-39"
"USER-406","USER-405"
"USER-422","USER-419"
"USER-421","USER-80"
"USER-420","USER-414"
"USER-427","USER-458"
"USER-428","USER-433"
"USER-433","USER-435"
"USER-432","USER-983"
"USER-431","USER-430"
"USER-430","USER-111"
"USER-429","USER-919"
"USER-435","USER-225"
"USER-434","USER-430"
"USER-437","USER-86"
"USER-438","USER-39"
"USER-426","USER-418"
"USER-439","USER-440"
"USER-442","USER-315"
"USER-441","USER-442"
"USER-443","USER-444"
"USER-446","USER-225"
"USER-448","USER-8"
"USER-447","USER-63"
"USER-449","USER-96"
"USER-457","USER-172"
"USER-456","USER-2331"
"USER-455","USER-243"
"USER-454","USER-482"
"USER-453","USER-452"
"USER-452","USER-481"
"USER-451","USER-484"
"USER-458","USER-6416"
"USER-459","USER-461"
"USER-460","USER-4461"
"USER-469","USER-467"
"USER-468","USER-2240"
"USER-467","USER-237"
"USER-466","USER-465"
"USER-465","USER-113"
"USER-464","USER-466"
"USER-463","USER-464"
"USER-462","USER-469"
"USER-461","USER-462"
"USER-471","USER-2126"
"USER-470","USER-52"
"USER-472","USER-49"
"USER-473","USER-6"
"USER-474","USER-135"
"USER-480","USER-679"
"USER-479","USER-213"
"USER-478","USER-42"
"USER-477","USER-28"
"USER-476","USER-213"
"USER-484","USER-1236"
"USER-483","USER-482"
"USER-482","USER-39"
"USER-488","USER-487"
"USER-487","USER-486"
"USER-486","USER-4851"
"USER-489","USER-323"
"USER-490","USER-67"
"USER-497","USER-490"
"USER-496","USER-490"
"USER-495","USER-875"
"USER-494","USER-80"
"USER-493","USER-497"
"USER-492","USER-4389"
"USER-491","USER-490"
"USER-499","USER-49"
"USER-501","USER-373"
"USER-500","USER-161"
"USER-502","USER-515"
"USER-504","USER-301"
"USER-503","USER-5339"
"USER-508","USER-960"
"USER-507","USER-960"
"USER-506","USER-508"
"USER-509","USER-960"
"USER-505","USER-189"
"USER-510","USER-5779"
"USER-512","USER-7"
"USER-514","USER-7"
"USER-521","USER-1149"
"USER-520","USER-519"
"USER-519","USER-521"
"USER-518","USER-49"
"USER-517","USER-667"
"USER-516","USER-3076"
"USER-91","USER-4866"
"USER-522","USER-834"
"USER-485","USER-379"
"USER-523","USER-667"
"USER-524","USER-533"
"USER-526","USER-2023"
"USER-533","USER-2107"
"USER-532","USER-530"
"USER-531","USER-414"
"USER-530","USER-2365"
"USER-529","USER-4780"
"USER-528","USER-214"
"USER-527","USER-70"
"USER-534","USER-1452"
"USER-538","USER-136"
"USER-537","USER-536"
"USER-536","USER-534"
"USER-535","USER-3826"
"USER-539","USER-1586"
"USER-545","USER-86"
"USER-544","USER-745"
"USER-543","USER-539"
"USER-542","USER-110"
"USER-541","USER-558"
"USER-559","USER-1094"
"USER-558","USER-6404"
"USER-557","USER-1685"
"USER-556","USER-114"
"USER-555","USER-1324"
"USER-554","USER-559"
"USER-553","USER-552"
"USER-552","USER-550"
"USER-551","USER-68"
"USER-550","USER-546"
"USER-549","USER-1236"
"USER-548","USER-361"
"USER-547","USER-1328"
"USER-560","USER-1418"
"USER-567","USER-4008"
"USER-566","USER-563"
"USER-565","USER-8"
"USER-564","USER-566"
"USER-563","USER-562"
"USER-562","USER-3799"
"USER-580","USER-552"
"USER-579","USER-4310"
"USER-546","USER-547"
"USER-578","USER-577"
"USER-577","USER-576"
"USER-576","USER-557"
"USER-575","USER-547"
"USER-574","USER-766"
"USER-573","USER-68"
"USER-572","USER-98"
"USER-571","USER-695"
"USER-570","USER-5776"
"USER-569","USER-318"
"USER-582","USER-3174"
"USER-581","USER-47"
"USER-583","USER-156"
"USER-584","USER-42"
"USER-568","USER-379"
"USER-589","USER-7"
"USER-588","USER-4607"
"USER-587","USER-3670"
"USER-586","USER-1454"
"USER-585","USER-547"
"USER-592","USER-125"
"USER-591","USER-495"
"USER-593","USER-658"
"USER-598","USER-136"
"USER-597","USER-5340"
"USER-596","USER-658"
"USER-525","USER-223"
"USER-595","USER-657"
"USER-594","USER-541"
"USER-603","USER-549"
"USER-602","USER-42"
"USER-601","USER-2472"
"USER-600","USER-63"
"USER-323","USER-5016"
"USER-604","USER-6137"
"USER-605","USER-6312"
"USER-606","USER-2977"
"USER-515","USER-518"
"USER-607","USER-313"
"USER-610","USER-544"
"USER-609","USER-55"
"USER-292","USER-758"
"USER-613","USER-274"
"USER-612","USER-611"
"USER-616","USER-950"
"USER-615","USER-55"
"USER-614","USER-380"
"USER-619","USER-238"
"USER-620","USER-621"
"USER-624","USER-4926"
"USER-623","USER-593"
"USER-622","USER-667"
"USER-440","USER-129"
"USER-625","USER-593"
"USER-628","USER-5055"
"USER-627","USER-5055"
"USER-626","USER-1510"
"USER-629","USER-153"
"USER-631","USER-844"
"USER-633","USER-231"
"USER-634","USER-1229"
"USER-636","USER-146"
"USER-635","USER-153"
"USER-312","USER-1191"
"USER-637","USER-984"
"USER-638","USER-184"
"USER-639","USER-80"
"USER-444","USER-1074"
"USER-644","USER-323"
"USER-643","USER-146"
"USER-642","USER-1033"
"USER-646","USER-101"
"USER-645","USER-361"
"USER-647","USER-652"
"USER-653","USER-6425"
"USER-652","USER-834"
"USER-651","USER-323"
"USER-650","USER-835"
"USER-649","USER-6426"
"USER-648","USER-237"
"USER-654","USER-1059"
"USER-656","USER-844"
"USER-655","USER-2388"
"USER-657","USER-2372"
"USER-662","USER-525"
"USER-661","USER-593"
"USER-660","USER-662"
"USER-659","USER-8"
"USER-663","USER-70"
"USER-665","USER-982"
"USER-666","USER-58"
"USER-667","USER-3034"
"USER-668","USER-669"
"USER-674","USER-133"
"USER-673","USER-94"
"USER-672","USER-3217"
"USER-671","USER-670"
"USER-670","USER-523"
"USER-675","USER-681"
"USER-676","USER-3590"
"USER-677","USER-3214"
"USER-680","USER-126"
"USER-679","USER-108"
"USER-684","USER-1229"
"USER-243","USER-289"
"USER-683","USER-59"
"USER-682","USER-243"
"USER-681","USER-58"
"USER-678","USER-56"
"USER-96","USER-290"
"USER-685","USER-667"
"USER-693","USER-364"
"USER-692","USER-1040"
"USER-691","USER-692"
"USER-690","USER-55"
"USER-689","USER-2506"
"USER-688","USER-4124"
"USER-687","USER-686"
"USER-686","USER-64"
"USER-694","USER-161"
"USER-696","USER-900"
"USER-695","USER-2551"
"USER-699","USER-1078"
"USER-698","USER-1677"
"USER-697","USER-1383"
"USER-700","USER-701"
"USER-702","USER-1605"
"USER-704","USER-705"
"USER-703","USER-6401"
"USER-706","USER-2701"
"USER-705","USER-702"
"USER-701","USER-211"
"USER-707","USER-449"
"USER-710","USER-217"
"USER-286","USER-993"
"USER-709","USER-364"
"USER-708","USER-95"
"USER-711","USER-337"
"USER-712","USER-290"
"USER-716","USER-460"
"USER-715","USER-717"
"USER-714","USER-237"
"USER-717","USER-237"
"USER-713","USER-653"
"USER-640","USER-153"
"USER-718","USER-56"
"USER-719","USER-3318"
"USER-720","USER-715"
"USER-722","USER-81"
"USER-725","USER-473"
"USER-724","USER-198"
"USER-726","USER-69"
"USER-731","USER-225"
"USER-730","USER-731"
"USER-729","USER-6230"
"USER-728","USER-59"
"USER-727","USER-7"
"USER-156","USER-155"
"USER-743","USER-731"
"USER-742","USER-729"
"USER-741","USER-5084"
"USER-740","USER-2072"
"USER-739","USER-131"
"USER-738","USER-2250"
"USER-737","USER-727"
"USER-736","USER-71"
"USER-735","USER-726"
"USER-734","USER-730"
"USER-733","USER-1600"
"USER-732","USER-735"
"USER-744","USER-150"
"USER-745","USER-1582"
"USER-746","USER-161"
"USER-747","USER-318"
"USER-748","USER-318"
"USER-749","USER-681"
"USER-750","USER-111"
"USER-751","USER-184"
"USER-753","USER-6152"
"USER-754","USER-1908"
"USER-755","USER-111"
"USER-756","USER-4747"
"USER-759","USER-724"
"USER-758","USER-832"
"USER-760","USER-7"
"USER-766","USER-191"
"USER-765","USER-900"
"USER-764","USER-766"
"USER-763","USER-765"
"USER-762","USER-763"
"USER-761","USER-762"
"USER-767","USER-6287"
"USER-278","USER-16"
"USER-757","USER-2869"
"USER-768","USER-42"
"USER-776","USER-80"
"USER-775","USER-774"
"USER-774","USER-785"
"USER-773","USER-768"
"USER-772","USER-584"
"USER-771","USER-2894"
"USER-770","USER-772"
"USER-777","USER-774"
"USER-778","USER-3254"
"USER-779","USER-198"
"USER-781","USER-3345"
"USER-780","USER-1040"
"USER-783","USER-1398"
"USER-782","USER-637"
"USER-785","USER-80"
"USER-784","USER-645"
"USER-786","USER-558"
"USER-788","USER-829"
"USER-789","USER-788"
"USER-799","USER-798"
"USER-798","USER-55"
"USER-797","USER-55"
"USER-796","USER-795"
"USER-795","USER-812"
"USER-794","USER-790"
"USER-793","USER-792"
"USER-792","USER-812"
"USER-791","USER-790"
"USER-800","USER-794"
"USER-805","USER-804"
"USER-804","USER-803"
"USER-803","USER-795"
"USER-802","USER-55"
"USER-801","USER-812"
"USER-790","USER-55"
"USER-807","USER-55"
"USER-806","USER-798"
"USER-815","USER-809"
"USER-814","USER-817"
"USER-813","USER-792"
"USER-812","USER-821"
"USER-811","USER-810"
"USER-810","USER-809"
"USER-809","USER-818"
"USER-808","USER-820"
"USER-821","USER-55"
"USER-820","USER-814"
"USER-819","USER-823"
"USER-818","USER-801"
"USER-817","USER-816"
"USER-816","USER-815"
"USER-822","USER-812"
"USER-825","USER-2433"
"USER-824","USER-4994"
"USER-823","USER-816"
"USER-621","USER-1555"
"USER-826","USER-875"
"USER-827","USER-47"
"USER-833","USER-832"
"USER-832","USER-4727"
"USER-831","USER-3073"
"USER-830","USER-828"
"USER-829","USER-66"
"USER-828","USER-833"
"USER-835","USER-650"
"USER-834","USER-3661"
"USER-836","USER-694"
"USER-839","USER-58"
"USER-838","USER-289"
"USER-842","USER-52"
"USER-841","USER-47"
"USER-840","USER-61"
"USER-837","USER-781"
"USER-843","USER-4727"
"USER-844","USER-47"
"USER-845","USER-47"
"USER-846","USER-3"
"USER-848","USER-3921"
"USER-847","USER-39"
"USER-849","USER-857"
"USER-857","USER-3749"
"USER-856","USER-855"
"USER-855","USER-854"
"USER-854","USER-853"
"USER-853","USER-28"
"USER-852","USER-225"
"USER-851","USER-66"
"USER-850","USER-657"
"USER-858","USER-39"
"USER-860","USER-2432"
"USER-859","USER-184"
"USER-861","USER-156"
"USER-862","USER-318"
"USER-863","USER-114"
"USER-864","USER-870"
"USER-872","USER-226"
"USER-871","USER-868"
"USER-870","USER-446"
"USER-869","USER-866"
"USER-868","USER-223"
"USER-867","USER-869"
"USER-866","USER-5278"
"USER-865","USER-1854"
"USER-878","USER-356"
"USER-877","USER-878"
"USER-876","USER-2434"
"USER-875","USER-4338"
"USER-874","USER-1644"
"USER-879","USER-244"
"USER-880","USER-184"
"USER-883","USER-288"
"USER-882","USER-129"
"USER-881","USER-182"
"USER-885","USER-49"
"USER-884","USER-541"
"USER-886","USER-894"
"USER-887","USER-2495"
"USER-890","USER-2165"
"USER-889","USER-4597"
"USER-892","USER-187"
"USER-891","USER-1844"
"USER-893","USER-895"
"USER-896","USER-248"
"USER-895","USER-186"
"USER-894","USER-299"
"USER-897","USER-323"
"USER-902","USER-61"
"USER-901","USER-2112"
"USER-900","USER-249"
"USER-899","USER-898"
"USER-898","USER-1445"
"USER-905","USER-4142"
"USER-904","USER-238"
"USER-903","USER-61"
"USER-906","USER-161"
"USER-909","USER-1075"
"USER-908","USER-54"
"USER-907","USER-49"
"USER-911","USER-653"
"USER-910","USER-323"
"USER-912","USER-2746"
"USER-913","USER-322"
"USER-914","USER-323"
"USER-915","USER-3202"
"USER-917","USER-68"
"USER-919","USER-61"
"USER-920","USER-928"
"USER-926","USER-925"
"USER-925","USER-924"
"USER-924","USER-927"
"USER-923","USER-922"
"USER-922","USER-921"
"USER-928","USER-924"
"USER-927","USER-922"
"USER-921","USER-926"
"USER-929","USER-933"
"USER-930","USER-28"
"USER-932","USER-66"
"USER-931","USER-701"
"USER-935","USER-1071"
"USER-934","USER-649"
"USER-938","USER-635"
"USER-937","USER-7"
"USER-936","USER-189"
"USER-940","USER-942"
"USER-944","USER-5490"
"USER-943","USER-4266"
"USER-942","USER-944"
"USER-945","USER-948"
"USER-948","USER-3207"
"USER-947","USER-56"
"USER-949","USER-129"
"USER-951","USER-178"
"USER-950","USER-6399"
"USER-952","USER-304"
"USER-959","USER-45"
"USER-958","USER-7"
"USER-957","USER-3114"
"USER-956","USER-91"
"USER-955","USER-104"
"USER-962","USER-560"
"USER-961","USER-592"
"USER-960","USER-3207"
"USER-963","USER-957"
"USER-966","USER-838"
"USER-965","USER-1572"
"USER-968","USER-323"
"USER-967","USER-239"
"USER-969","USER-5938"
"USER-445","USER-2264"
"USER-970","USER-38"
"USER-972","USER-558"
"USER-974","USER-34"
"USER-975","USER-101"
"USER-976","USER-23"
"USER-979","USER-370"
"USER-978","USER-1401"
"USER-982","USER-541"
"USER-981","USER-3540"
"USER-980","USER-657"
"USER-983","USER-7"
"USER-987","USER-949"
"USER-986","USER-987"
"USER-985","USER-76"
"USER-989","USER-153"
"USER-990","USER-111"
"USER-993","USER-7"
"USER-992","USER-2995"
"USER-994","USER-1001"
"USER-997","USER-3196"
"USER-996","USER-192"
"USER-998","USER-195"
"USER-1002","USER-699"
"USER-1001","USER-125"
"USER-1000","USER-3003"
"USER-999","USER-288"
"USER-995","USER-2917"
"USER-1004","USER-753"
"USER-1003","USER-47"
"USER-1006","USER-142"
"USER-1005","USER-49"
"USER-1010","USER-1999"
"USER-1009","USER-1008"
"USER-1008","USER-49"
"USER-1007","USER-142"
"USER-1012","USER-171"
"USER-1013","USER-49"
"USER-1015","USER-142"
"USER-1029","USER-1018"
"USER-1028","USER-206"
"USER-1027","USER-593"
"USER-1026","USER-2358"
"USER-1025","USER-211"
"USER-1024","USER-1026"
"USER-1023","USER-2964"
"USER-1022","USER-87"
"USER-1021","USER-108"
"USER-1020","USER-214"
"USER-1019","USER-1021"
"USER-1018","USER-1016"
"USER-1017","USER-2700"
"USER-1032","USER-323"
"USER-1031","USER-3645"
"USER-1034","USER-273"
"USER-1033","USER-656"
"USER-1040","USER-1707"
"USER-1039","USER-309"
"USER-1038","USER-60"
"USER-1037","USER-2821"
"USER-1036","USER-2232"
"USER-1035","USER-1037"
"USER-1044","USER-150"
"USER-1043","USER-3564"
"USER-1042","USER-1041"
"USER-1047","USER-142"
"USER-1046","USER-4597"
"USER-1048","USER-104"
"USER-1052","USER-104"
"USER-1051","USER-1050"
"USER-1050","USER-1048"
"USER-1049","USER-5683"
"USER-1054","USER-68"
"USER-1053","USER-589"
"USER-1055","USER-54"
"USER-1056","USER-1058"
"USER-1057","USER-47"
"USER-1058","USER-2237"
"USER-1062","USER-4678"
"USER-1061","USER-40"
"USER-1060","USER-61"
"USER-1059","USER-63"
"USER-1065","USER-236"
"USER-1064","USER-745"
"USER-1063","USER-4813"
"USER-1067","USER-56"
"USER-1066","USER-125"
"USER-1068","USER-2825"
